submission_month,submission_yr,submission_yr_month,YEAR,analysis,filing_status,submission_date,DEPARTMENT_NAME,DEPARTMENT_NUMBER,COUNTY_NAME,REGION,ZIP_CODE,CHIEF_ADMIN_NAME,total_stops,search_conducted_yes,search_reason_consent,search_reason_contraband,search_reason_probable,search_reason_inventory,search_reason_incident_to_arrest,contraband_discovered_yes,contraband_discovered_no,contraband_drugs paraphernailia,contraband_currency,contraband_weapons,contraband_alchohol,contraband_stolen property,contraband_other,result_verbal,result_written,result_citation,result_written_arrest,result_citation_arrest,result_arrest,arrest_penal_code,arrest_traffic,arrest_city_ordinance,arrest_warrant,physical_force_yes,physical_force_no,complaints,complaints_disciplinary_yes,complaints_disciplinary_no,physical_force_yes_bodily_injury_suspect,physical_force_yes_bodily_injury_officer,physical_force_yes_bodily_injury_both
02,2022,2022-02,2021,Dept.,Full,2/21/2022,SEGUIN POLICE DEPT.,187204,GUADALUPE,7,78155,TERRY A. NICHOLS,9747,321,88,5,208,5,15,180,141,131,5,2,9,0,28,455,6362,2773,111,19,27,118,4,0,35,2,9745,0,0,0,2,0,0
01,2025,2025-01,2024,TCOLE,Full,1/22/2025,MANOR POLICE DEPARTMENT ,453211,TRAVIS,10,78653,RYAN S. PHIPPS,9744,547,39,28,115,242,123,182,365,111,0,13,60,1,11,0,6087,3374,265,18,0,239,7,0,37,9,9735,3,0,3,1,0,1
02,2025,2025-02,2024,TCOLE,Full,2/26/2025,HELOTES POLICE DEPARTMENT ,029225,BEXAR,10,78023,ROBERT L. HUNLEY,9742,466,26,7,210,167,56,180,286,141,0,2,19,0,26,1108,1922,6664,4,44,0,34,0,0,14,0,9742,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/23/2021,WACO POLICE DEPT.,309212,McLENNAN,6,76708,FRANK M. GENTSCH III,9737,687,142,7,215,165,158,251,436,171,2,18,40,18,2,0,5672,3904,63,79,19,108,1,0,52,0,9737,0,0,0,,,
02,2022,2022-02,2021,Dept.,Full,2/23/2022,COPPERAS COVE POLICE DEPT.,099201,CORYELL,8,76522,EARL E. WILSON,9726,529,161,28,287,35,18,247,282,185,0,19,27,0,16,5247,888,3297,1,20,273,150,23,2,119,14,9712,0,0,0,14,0,0
02,2025,2025-02,2024,Dept.,Full,2/24/2025,ROCKWALL POLICE DEPARTMENT ,397204,ROCKWALL,7,75087,EDWARD M. FOWLER JR,9683,335,93,4,198,25,15,152,183,115,3,10,17,0,12,7092,34,2403,0,3,151,111,7,1,35,2,9681,0,0,0,2,0,0
02,2023,2023-02,2022,Dept.,Full,2/3/2023,KILGORE POLICE DEPT.,183204,GREGG,6,75663,ROY T. HUNTER,9682,1005,369,24,530,18,64,557,448,466,7,61,55,11,56,776,6463,2203,79,97,64,150,11,4,75,4,9678,1,0,1,2,1,1
01,2025,2025-01,2024,TCOLE,Full,1/17/2025,HALTOM CITY POLICE DEPT.,439217,TARRANT,8,76117,CODY N. PHILLIPS,9660,379,48,46,126,8,151,226,153,185,5,0,31,2,18,0,3064,6372,69,155,0,118,26,13,67,16,9644,0,0,0,0,2,4
01,2024,2024-01,2023,,Full,1/17/2024,Bee Cave Police Department,453213,TRAVIS,10,78738,BRIAN M. JONES,9622,106,11,3,73,7,12,82,24,57,1,4,11,2,15,0,4786,4787,19,30,0,32,2,0,15,3,9619,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/28/2024,BASTROP CO. SHERIFF'S OFFICE,021100,BASTROP,9,78602,MAURICE C. COOK,9605,501,67,12,318,69,35,292,209,214,4,20,62,1,19,0,4723,4652,73,157,0,81,67,0,82,4,9601,0,0,0,2,0,2
02,2020,2020-02,2019,,Full,2/11/2020,PARKER CO. SHERIFF'S OFFICE,367100,PARKER,8,76086,LARRY L. FOWLER,9604,1208,812,15,251,37,93,355,853,256,0,9,39,3,48,9016,258,87,20,7,197,69,26,0,64,11,9563,,,,,,
02,2023,2023-02,2022,Dept.,Full,2/10/2023,GAINESVILLE POLICE DEPT.,097201,COOKE,8,76240,MICHAEL K. PHILLIPS,9604,688,317,14,335,3,19,366,322,279,0,1,49,0,37,156,5935,3302,51,159,1,130,3,0,78,0,9604,0,0,0,0,0,0
01,2023,2023-01,2022,Dept.,Full,1/27/2023,CHAMBERS CO. SHERIFF'S OFFICE,071100,CHAMBERS,4,77514,BRIAN C. HAWTHORNE,9597,1276,392,8,789,51,36,511,765,425,12,122,43,25,16,62,7915,1134,65,14,407,323,26,0,137,3,9594,1,0,1,1,0,0
02,2020,2020-02,2019,,Full,2/5/2020,GAINESVILLE POLICE DEPT.,097201,COOKE,8,76240,MICHAEL K. PHILLIPS,9592,895,362,14,474,13,32,471,9121,332,0,19,83,2,35,507,5500,3318,55,210,2,198,12,1,56,33,9559,,,,,,
01,2025,2025-01,2024,TCOLE,Full,1/27/2025,WEBSTER POLICE DEPT.,201229,HARRIS,4,77598,PETER T. BACON,9579,593,133,6,238,128,88,259,334,157,0,15,22,3,62,5080,814,3250,5,83,347,182,111,0,142,0,9579,1,0,1,0,0,0
02,2022,2022-02,2021,Dept.,Full,2/25/2022,PFLUGERVILLE POLICE DEPT.,453203,TRAVIS,7,78691,JASON OMALLEY,9578,526,90,7,371,11,47,335,191,306,0,6,15,2,6,0,6975,2295,86,113,109,255,3,7,43,0,9578,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/5/2021,FERRIS POLICE DEPT.,139203,ELLIS,6,75125,JOHN DELEON II,9565,50,2,11,17,20,0,30,20,22,0,0,7,0,7,0,1675,7877,6,7,0,7,1,0,5,6,9559,0,0,0,,,
01,2023,2023-01,2022,TCOLE,Full,1/27/2023,KENDALL CO. SHERIFF'S OFFICE,259100,KENDALL,10,78006,ALBERT R. AUXIER,9564,160,57,2,76,15,10,75,85,61,3,3,6,1,5,0,5883,3654,18,9,0,14,4,0,9,4,9560,0,0,0,2,2,0
02,2024,2024-02,2023,,Full,2/16/2024,ROCKWALL POLICE DEPARTMENT ,397204,ROCKWALL,7,75087,EDWARD M. FOWLER JR,9564,418,103,2,251,40,22,196,222,154,2,4,16,1,19,6473,59,2810,0,7,215,166,13,3,40,2,9562,3,0,3,2,0,0
01,2022,2022-01,2021,Dept.,Full,1/28/2022,FARMERS BRANCH POLICE DEPT.,113211,DALLAS,6,75244,DAVID M. HALE,9558,516,112,7,244,79,74,245,271,208,0,6,6,3,22,0,5492,3849,60,157,0,63,63,0,91,2,9556,0,0,0,2,0,0
01,2020,2020-01,2019,,Full,1/27/2020,JERSEY VILLAGE POLICE DEPT.,201213,HARRIS,4,77040,KIRK H. RIGGS,9542,232,38,3,141,9,41,69,9473,54,0,5,5,1,4,3182,42,6203,1,110,4,34,21,1,59,18,9524,,,,,,
02,2024,2024-02,2023,,Full,2/2/2024,ALTON POLICE DEPT.,215216,HIDALGO,3,78574,MARK J. PEREZ,9539,26,2,2,15,1,6,19,7,15,0,2,3,0,2,0,4619,4850,15,55,0,24,6,0,40,1,9538,0,0,0,0,0,0
01,2020,2020-01,2019,,Full,1/16/2020,SULPHUR SPRINGS POLICE DEPT.,223203,HOPKINS,5,75482,JASON W. RICKETSON,9534,387,186,11,182,3,5,205,9329,148,0,0,32,6,19,0,4852,4565,47,68,235,167,55,0,128,20,9514,,,,,,
01,2025,2025-01,2024,Dept.,Full,1/30/2025,ROCKWALL COUNTY SHERIFF'S OFFICE,397100,ROCKWALL,7,75087,TERRY D. GARRETT,9527,712,93,8,544,42,25,491,221,407,3,72,66,10,41,6938,0,2338,0,26,225,202,7,0,42,18,9509,0,0,0,0,0,14
02,2023,2023-02,2022,TCOLE,Full,2/24/2023,SEGUIN POLICE DEPT.,187204,GUADALUPE,10,78155,JASON P. BRADY,9510,524,142,6,343,11,22,260,264,224,5,10,16,2,28,241,6590,2511,117,7,44,121,5,0,42,8,9502,0,0,0,2,0,0
01,2023,2023-01,2022,Dept.,Full,1/19/2023,MONTGOMERY CO. CONST. PCT. 4,339104,MONTGOMERY,5,77357,KENNETH V. HAYDEN,9502,1458,738,17,441,165,97,556,902,341,5,91,135,9,47,8066,16,682,0,12,726,527,9,19,183,1,9501,0,0,0,1,0,0
01,2025,2025-01,2024,Dept.,Full,1/22/2025,WYLIE POLICE DEPARTMENT ,085201,COLLIN,7,75098,ANTHONY B. HENDERSON,9500,339,54,29,167,33,56,204,135,160,1,4,18,0,21,6508,854,1844,2,20,272,101,33,0,160,1,9499,2,0,2,0,0,1
02,2023,2023-02,2022,TCOLE,Full,2/24/2023,DENTON CO. SHERIFF'S OFFICE,121100,DENTON,8,76205,TRACY Q. MURPHREE,9493,482,146,10,288,28,10,324,158,170,4,4,31,2,122,112,6050,3167,21,14,129,97,5,0,62,1,9492,1,0,1,1,0,0
02,2020,2020-02,2019,,Full,2/27/2020,SCHERTZ POLICE DEPT.,187203,GUADALUPE,7,78154,MICHAEL R. HANSEN,9485,341,39,8,246,22,26,278,63,233,5,4,25,9,35,0,4027,5348,46,64,110,62,3,0,45,29,9456,,,,,,
02,2025,2025-02,2024,TCOLE,Full,2/25/2025,WILMER POLICE DEPT.,113226,DALLAS,7,75172,VICTOR W. KEMP,9484,164,17,0,120,24,3,84,80,55,1,19,9,0,0,3526,90,5819,31,18,0,3,24,1,21,0,9484,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/24/2021,GALVESTON POLICE DEPT.,167204,GALVESTON,4,77552,VERNON L. HALE III,9459,568,133,29,234,113,59,290,278,168,0,21,33,2,67,3846,2108,3127,6,44,328,151,74,4,147,5,9454,2,0,2,,,
02,2021,2021-02,2020,,Full,2/25/2021,TEMPLE POLICE DEPT.,027209,BELL,8,76501,SHAWN M. REYNOLDS,9458,427,86,11,165,35,130,236,9222,165,6,29,30,6,20,1241,1591,6235,0,37,354,200,45,1,145,11,9447,2,0,2,,,
02,2025,2025-02,2024,Dept.,Full,2/5/2025,SMITH CO. SHERIFF'S OFFICE,423100,SMITH,6,75702,LARRY R. SMITH,9456,1292,569,26,574,6,117,337,955,237,4,13,55,0,34,686,8079,524,137,21,9,141,3,0,23,7,9449,0,0,0,5,0,0
02,2023,2023-02,2022,TCOLE,Full,2/9/2023,STAFFORD POLICE DEPT.,157205,FORT BEND,4,77477,RICHARD S. RAMIREZ,9433,55,3,1,36,0,15,32,23,27,0,1,1,3,3,0,3969,5409,12,43,0,37,2,0,16,2,9431,0,0,0,0,0,1
02,2023,2023-02,2022,TCOLE,Full,2/10/2023,DESOTO POLICE DEPT.,113209,DALLAS,7,75115,JOSEPH W. COSTA,9421,903,25,31,270,471,106,290,613,224,2,54,30,0,31,6840,119,2079,5,98,280,119,59,12,193,5,9416,1,0,1,5,0,0
01,2025,2025-01,2024,Dept.,Full,1/28/2025,CLUTE POLICE DEPT.,039206,BRAZORIA,4,77531,JAMES A. FITCH,9420,209,22,4,81,44,58,119,90,80,0,1,39,2,64,0,7870,1377,160,13,0,101,4,0,68,1,9419,0,0,0,0,1,0
01,2024,2024-01,2023,,Full,1/16/2024,HELOTES POLICE DEPARTMENT ,029225,BEXAR,10,78023,ROBERT L. HUNLEY,9406,309,17,14,152,78,48,150,159,118,1,3,13,0,18,576,2214,6580,6,30,0,23,0,0,13,1,9405,0,0,0,0,0,0
02,2022,2022-02,2021,Dept.,Full,2/24/2022,GRAPEVINE POLICE DEPT.,439216,TARRANT,8,76051,MICHAEL D. HAMLIN,9404,298,67,2,122,4,103,137,161,92,2,6,10,3,24,0,5098,4242,18,46,0,50,2,0,12,0,9404,1,0,1,0,0,0
01,2024,2024-01,2023,,Full,1/22/2024,PROSPER POLICE DEPARTMENT ,085220,COLLIN,7,75078,DOUGLAS A. KOWALSKI,9396,446,146,15,229,31,25,218,228,169,1,7,16,3,22,2304,4229,2704,22,21,116,111,6,0,42,1,9395,0,0,0,1,0,0
01,2020,2020-01,2019,,Full,1/8/2020,SHERMAN POLICE DEPT.,181208,GRAYSON,6,75090,ZACHARY A. FLORES,9390,434,150,17,222,19,26,252,182,200,3,3,34,4,24,0,6294,2935,79,46,0,83,4,137,37,4,9350,,,,,,
02,2023,2023-02,2022,TCOLE,Full,2/22/2023,UNIVERSAL CITY POLICE DEPT.,029222,BEXAR,10,78148,JOHN N. SIEMENS JR.,9386,244,15,10,136,24,59,164,80,97,1,5,14,1,70,0,3980,5270,13,123,0,93,11,1,31,0,9386,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/24/2022,BASTROP CO. SHERIFF'S OFFICE,021100,BASTROP,7,78602,MAURICE C. COOK,9371,900,193,30,520,94,63,513,387,420,6,22,78,5,33,0,3962,5088,69,252,0,158,95,0,68,9,9362,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/30/2024,KILGORE POLICE DEPARTMENT,183204,GREGG,6,75663,ROY T. HUNTER,9370,1190,535,23,552,19,61,622,568,394,2,38,74,4,113,419,7212,1506,109,80,44,148,11,1,73,2,9368,2,0,2,2,0,0
02,2022,2022-02,2021,TCOLE,Full,2/24/2022,KERRVILLE POLICE DEPT.,265201,KERR,2,78028,CHRISTOPHER D. MCCALL,9361,131,4,9,97,5,16,110,21,92,1,1,14,2,5,0,6346,2932,9,74,0,67,7,0,9,0,9361,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/9/2023,KERRVILLE POLICE DEPT.,265201,KERR,10,78028,CHRISTOPHER D. MCCALL,9355,122,10,3,90,8,11,85,37,64,1,1,17,3,6,0,6710,2574,5,66,0,49,14,0,8,3,9352,0,0,0,1,0,0
03,2020,2020-03,2019,,Full,3/5/2020,HUTTO POLICE DEPT.,491206,WILLIAMSON,7,78634,PAUL A. HALL,9334,188,40,4,132,5,7,130,58,112,0,2,16,2,9,0,7312,1944,54,24,0,44,7,0,27,45,9289,,,,,,
02,2025,2025-02,2024,TCOLE,Full,2/5/2025,CONVERSE POLICE DEPT.,029205,BEXAR,10,78109,BOBBY E. LANE,9324,173,14,3,145,5,6,152,21,148,0,3,10,0,2,0,3799,5474,15,36,0,38,4,1,8,2,9322,1,0,1,0,1,0
01,2022,2022-01,2021,TCOLE,Full,1/10/2022,UVALDE POLICE DEPT.,463202,UVALDE,2,78802,DANIEL S. RODRIGUEZ,9317,314,114,11,162,6,21,185,129,119,3,2,4,1,63,0,8262,1002,49,4,0,35,12,0,6,5,9312,0,0,0,3,2,0
02,2021,2021-02,2020,,Full,2/25/2021,LOS FRESNOS POLICE DEPT.,061207,CAMERON,3,78566,HECTOR GONZALEZ,9310,250,42,3,145,43,27,190,60,136,5,2,53,0,26,0,2418,6769,40,83,0,82,10,0,30,28,9282,0,0,0,,,
02,2022,2022-02,2021,Dept.,Full,2/21/2022,BEDFORD POLICE DEPT.,439203,TARRANT,8,76021,JEFFREY T. WILLIAMS,9292,485,161,28,223,1,72,255,230,212,0,1,23,2,17,1640,1907,5447,34,180,84,197,31,1,69,1,9291,0,0,0,0,0,1
02,2024,2024-02,2023,,Full,2/23/2024,GAINESVILLE POLICE DEPT.,097201,COOKE,8,76240,MICHAEL K. PHILLIPS,9265,531,223,6,286,4,12,290,241,231,0,0,32,3,24,202,5633,3258,52,120,0,101,4,2,65,0,9265,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/19/2025,PRINCETON POLICE DEPARTMENT ,085219,COLLIN,7,75407,JAMES W. WATERS II,9260,231,60,15,141,4,11,88,143,51,0,0,11,1,25,7165,129,1870,1,7,88,44,3,0,49,0,9260,0,0,0,0,0,0
02,2025,2025-02,2024,Dept.,Full,2/24/2025,KYLE POLICE DEPARTMENT ,209202,HAYS,10,78640,JEFFREY B. BARNETT,9235,615,44,13,472,49,37,475,140,391,3,28,107,9,21,5888,1011,2005,2,27,302,245,6,1,79,3,9232,2,0,2,3,0,0
01,2025,2025-01,2024,TCOLE,Full,1/15/2025,KERRVILLE POLICE DEPARTMENT ,265201,KERR,10,78028,CHRISTOPHER D. MCCALL,9233,129,53,0,70,5,1,71,58,54,0,1,11,0,9,1,7274,1906,16,36,0,29,2,17,4,6,9227,0,0,0,1,2,2
01,2024,2024-01,2023,,Full,1/24/2024,NACOGDOCHES POLICE DEPARTMENT ,347205,NACOGDOCHES,5,75963,WILLIAM S. WEEMS,9214,906,249,27,521,82,27,653,253,510,8,64,107,3,52,4898,954,3053,16,10,283,257,7,0,45,0,9214,1,0,1,0,0,0
02,2021,2021-02,2019,,Full,2/9/2021,DALWORTHINGTON GARDENS POLICE DEPT.,439209,TARRANT,8,76016,GREGORY R. PETTY,9190,371,18,4,141,175,33,109,264,70,0,7,15,0,17,5024,346,3590,0,111,230,39,24,0,167,0,9190,0,0,0,,,
01,2025,2025-01,2024,Dept.,Full,1/28/2025,ADDISON POLICE DEPARTMENT ,113201,DALLAS,7,75001,CHRISTOPHER J. FREIS,9183,503,49,10,188,14,242,221,282,154,0,5,16,8,38,0,6067,2753,16,77,270,202,69,2,90,0,9183,1,0,1,0,0,0
01,2021,2021-01,2020,,Full,1/26/2021,SULPHUR SPRINGS POLICE DEPT.,223203,HOPKINS,5,75482,JASON W. RICKETSON,9171,295,151,7,131,2,4,190,105,149,3,7,22,1,8,4938,0,4104,0,14,115,77,5,0,47,0,9171,0,0,0,,,
01,2023,2023-01,2022,TCOLE,Full,1/26/2023,GREENVILLE POLICE DEPT.,231204,HUNT,6,75403,CHRISTOPHER S. SMITH,9168,349,72,0,207,31,39,188,161,148,1,1,18,3,20,7126,83,1737,9,52,161,91,25,0,106,0,9168,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/7/2025,WALLER CO. SHERIFF'S OFFICE,473100,WALLER,4,77445,TROY A. GUIDRY,9134,405,87,15,166,132,5,17,388,77,0,14,16,0,8,118,5973,2967,41,18,17,15,48,0,13,6,9128,1,0,1,0,0,0
02,2025,2025-02,2024,Dept.,Full,2/25/2025,KINGSVILLE POLICE DEPARTMENT ,273201,KLEBERG,3,78364,JOHN H. BLAIR V,9133,136,62,1,73,0,0,31,105,29,0,4,2,0,1,5033,2423,1642,23,7,5,22,0,0,13,5,9128,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/21/2023,LAKEWAY POLICE DEPT.,453208,TRAVIS,10,78734,GLEN D. KOEN,9131,221,15,3,174,6,23,185,36,155,0,3,30,3,2,0,3198,5648,11,214,60,202,29,0,54,0,9131,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/29/2024,BRIDGEPORT POLICE DEPT.,497203,WISE,8,76426,KENNETH S. STANFORD,9129,497,108,11,261,32,85,309,188,240,0,31,53,1,6,0,5830,2928,87,131,153,244,5,1,121,0,9129,1,0,1,0,0,0
02,2025,2025-02,2024,Dept.,Full,2/7/2025,RIO GRANDE CITY POLICE DEPT.,427203,STARR,3,78582,NOE CASTILLO,9129,137,97,5,21,8,6,24,113,10,2,3,2,1,6,2034,5963,1090,28,12,2,14,6,1,21,11,9118,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/1/2022,DENISON POLICE DEPT.,181203,GRAYSON,6,75021,MICHAEL A. GUDGEL,9128,487,182,28,244,16,17,335,152,277,2,7,29,2,40,0,5875,3187,34,32,0,20,18,0,28,1,9127,0,0,0,1,0,0
02,2024,2024-02,2023,,Full,2/1/2024,CALHOUN CO. SHERIFF'S OFFICE,057100,CALHOUN,4,77979,BOBBIE J. VICKERY,9122,290,84,32,154,11,9,173,117,121,2,1,43,0,33,4370,3693,935,113,11,0,26,11,0,87,0,9122,0,0,0,0,0,0
01,2023,2023-01,2022,Dept.,Full,1/19/2023,MONTGOMERY CO. CONST. PCT. 3,339103,MONTGOMERY,5,77380,RYAN M. GABLE,9120,66,10,0,43,11,2,46,20,31,0,4,0,2,9,0,6407,2697,11,5,0,10,0,0,6,0,9120,0,0,0,0,0,0
02,2023,2023-02,2022,Dept.,Full,2/6/2023,DALLAS-FW AIRPORT D.P.S.,113501,TARRANT,8,76039,JON D. TAYLOR,9115,342,34,8,234,43,23,197,145,128,1,9,49,1,9,5649,1873,1426,132,15,20,118,12,0,37,0,9115,2,0,2,0,0,0
02,2022,2022-02,2021,Dept.,Full,2/16/2022,LAKEWAY POLICE DEPT.,453208,TRAVIS,7,78734,GLEN D. KOEN,9106,181,15,6,138,13,9,138,43,124,1,2,19,0,1,0,2930,5999,7,139,31,147,4,0,26,0,9106,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/26/2024,COPPELL POLICE DEPT.,113207,DALLAS,7,75019,DANNY M. BARTON,9094,179,4,5,28,2,140,43,136,23,1,5,14,0,9,19,4154,4766,73,42,40,55,6,0,94,0,9094,1,0,1,0,0,0
02,2022,2022-02,2021,Dept.,Full,2/3/2022,NEDERLAND POLICE DEPT.,245206,JEFFERSON,4,77627,GARY A. PORTER,9070,315,105,4,148,40,18,168,147,149,0,6,6,1,14,480,6324,2114,54,61,37,40,2,0,110,0,9070,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/1/2022,ANGLETON POLICE DEPT.,039202,BRAZORIA,4,77515,GUADALUPE VALDEZ,9037,461,109,34,222,43,53,369,92,176,0,12,54,0,127,1054,6036,1684,83,63,117,96,16,1,150,52,8985,0,0,0,0,0,0
02,2023,2023-02,2022,Dept.,Full,2/21/2023,ROCKWALL POLICE DEPT.,397204,ROCKWALL,7,75087,EDWARD M. FOWLER JR,9027,540,153,6,330,30,21,272,268,197,1,16,40,3,29,4652,106,4039,0,13,217,163,26,0,41,0,9027,1,0,1,0,0,0
01,2024,2024-01,2023,,Full,1/25/2024,GREENVILLE POLICE DEPT.,231204,HUNT,6,75403,CHRISTOPHER S. SMITH,9024,580,166,7,337,32,38,258,322,222,0,2,20,2,12,7055,79,1594,18,56,222,161,8,0,127,1,9023,0,0,0,1,0,0
01,2022,2022-01,2021,Dept.,Full,1/26/2022,CHAMBERS CO. SHERIFF'S OFFICE,071100,CHAMBERS,4,77514,BRIAN C. HAWTHORNE,9022,796,200,7,534,29,26,458,338,371,24,94,32,27,22,105,7096,1595,33,6,187,181,0,0,45,1,9021,1,0,1,0,0,1
02,2022,2022-02,2021,TCOLE,Full,2/22/2022,WILMER POLICE DEPT.,113226,DALLAS,6,75172,VICTOR W. KEMP,9022,111,10,0,99,1,1,71,40,45,0,22,3,1,0,2492,141,6344,29,11,5,5,24,1,15,0,9022,0,0,0,0,0,0
01,2023,2023-01,2022,TCOLE,Full,1/12/2023,HARLINGEN POLICE DEPT.,061204,CAMERON,3,78550,MICHAEL E. KESTER,9011,118,73,2,32,3,8,37,81,22,2,0,5,0,10,0,6053,2914,31,13,0,17,2,0,25,3,9008,0,0,0,0,0,0
03,2021,2021-03,2020,,Full,3/1/2021,LAKE JACKSON POLICE DEPT.,039212,BRAZORIA,4,77566,PAUL M. KIBODEAUX,9008,250,83,13,125,10,19,145,105,108,0,3,15,0,19,18,6728,2121,69,15,57,67,5,0,68,0,9008,0,0,0,,,
02,2025,2025-02,2024,Dept.,Full,2/10/2025,ROYSE CITY POLICE DEPARTMENT ,397202,ROCKWALL,7,75189,KIRK T. ALDRIDGE,9008,189,32,4,106,30,17,108,81,71,1,7,12,1,23,3788,789,4363,0,10,58,45,6,0,17,12,8996,1,0,1,0,0,11
02,2021,2021-02,2020,,Full,2/26/2021,PFLUGERVILLE POLICE DEPT.,453203,TRAVIS,7,78691,JESSICA J. ROBLEDO,8998,442,64,14,301,15,48,257,185,243,0,5,9,0,0,0,6860,1920,136,75,7,184,12,0,22,3,8995,0,0,0,,,
02,2023,2023-02,2022,Dept.,Full,2/10/2023,CRANDALL POLICE DEPT.,257202,KAUFMAN,7,75114,FORREST E. FRIERSON II,8996,274,44,4,154,44,28,166,108,128,0,8,30,0,8,0,6521,2387,32,56,0,48,14,0,26,2,8994,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/26/2021,BAYTOWN POLICE DEPT.,201201,HARRIS,4,77521,CHARLES K. DOUGHERTY,8994,1562,215,42,344,27,934,727,835,480,40,34,50,46,77,0,4549,3331,22,1092,1114,627,294,104,89,9,8985,0,0,0,,,
02,2024,2024-02,2023,,Full,2/27/2024,MISSION POLICE DEPARTMENT ,215211,HIDALGO,3,78572,TEODORO RODRIGUEZ JR,8990,36,23,0,5,2,6,10,26,6,0,1,3,0,0,4,4613,4345,13,15,0,6,6,1,15,7,8983,0,0,0,0,0,3
01,2024,2024-01,2023,,Full,1/30/2024,ADDISON Police Department ,113201,DALLAS,7,75001,PAUL S. SPENCER,8981,604,65,25,219,34,261,269,335,219,0,1,13,5,31,0,5488,3027,51,77,338,310,22,5,129,1,8980,2,0,2,1,0,0
01,2025,2025-01,2024,TCOLE,Full,1/3/2025,FREDERICKSBURG POLICE DEPARTMENT ,171201,GILLESPIE,10,78624,BRIAN W. VORAUER,8979,87,15,2,54,1,15,58,29,49,0,0,15,0,4,0,8315,602,54,8,0,52,6,0,4,2,8977,0,0,0,0,0,2
02,2022,2022-02,2021,TCOLE,Full,2/24/2022,BAYTOWN POLICE DEPT.,201201,HARRIS,4,77521,JOHN D. STRINGER,8975,1327,218,49,296,41,723,609,718,417,17,30,57,15,129,3,5133,2963,19,857,0,514,204,68,90,2,8973,0,0,0,0,0,0
02,2020,2020-02,2019,,Full,2/7/2020,WAXAHACHIE POLICE DEPT.,139213,ELLIS,6,75165,WADE G. GOOLSBY,8973,614,122,67,233,26,166,364,250,221,0,12,128,0,3,1,3180,5257,0,82,453,327,34,0,166,3,8970,,,,,,
02,2022,2022-02,2021,Dept.,Full,2/3/2022,COPPELL POLICE DEPT.,113207,DALLAS,6,75019,DANNY M. BARTON,8967,128,7,0,18,0,103,32,96,21,0,7,7,0,6,9,4887,3957,43,27,44,46,9,0,59,0,8967,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/26/2021,MISSION POLICE DEPT.,215211,HIDALGO,3,78572,ROBERT DOMINGUEZ,8964,40,23,0,10,6,1,19,21,11,2,2,3,1,1,0,3176,5786,0,2,0,0,2,0,0,19,8945,0,0,0,,,
01,2023,2023-01,2022,Dept.,Full,1/17/2023,BELTON POLICE DEPT.,027202,BELL,9,76513,GARY G. ELLIS,8960,532,143,25,252,84,28,322,210,197,2,8,44,7,114,23,6076,2728,57,62,14,79,21,0,33,2,8958,1,0,1,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/30/2025,BOERNE POLICE DEPARTMENT   ,259201,KENDALL,10,78006,STEVE M. PEREZ,8942,547,124,164,206,26,27,328,219,96,1,6,217,1,36,0,6697,2105,93,47,0,106,10,0,24,45,8897,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/16/2022,BAY CITY POLICE DEPT.,321201,MATAGORDA ,3,77414,ROBERT B. LISTER,8934,222,70,13,92,17,30,164,58,111,2,11,25,2,32,5,7412,1378,15,17,107,96,14,0,29,4,8930,3,0,3,2,1,1
09,2020,2020-09,2019,,Full,9/24/2020,MANOR POLICE DEPT.,453211,TRAVIS,7,78653,RYAN S. PHIPPS,8907,353,18,12,225,64,34,216,137,136,3,1,22,7,64,0,5270,3602,17,18,0,25,0,0,10,0,8907,0,0,0,,,
02,2021,2021-02,2020,,Full,2/25/2021,STAFFORD POLICE DEPT.,157205,FORT BEND,4,77477,RICHARD S. RAMIREZ,8907,63,9,1,44,0,9,41,22,34,0,2,3,3,2,0,0,8883,0,24,0,18,0,0,6,1,8906,1,0,1,,,
02,2025,2025-02,2024,TCOLE,Full,2/6/2025,ANNA POLICE DEPARTMENT,085204,COLLIN,7,75409,DEAN R. HABEL,8906,126,17,4,98,3,4,114,12,79,0,4,26,1,21,0,6520,2345,21,20,0,25,0,0,16,0,8906,0,0,0,0,0,0
